video_id,comments
NEXKM44x2xA,"['20:01', 'PLAYLIST *Halloween* stunt race', 'Lmao 😂\nJJ: you Ni&&@!!\nEthan: that was quite dark.\n\nOkay Ethan, I see what you did there 😂', 'OMG ETHAN TALKING ABOUT TESCO COMPETATIVE PRICES IM CRYING OMG', '19:58 leaving this funny shit for me', 'Ethan’s hair looks like noodles 7:17', 'Playlist!', 'How the fuck is an English man shouting ""YOU NI**ER!"" and nobody bats an eye!? The first derogatory use was in 1619 by John Rolfe, an English man to describe the slaves he shipped to Virginia colony. Little history lesson to let you know that English people made the damn word what it is today.', 'Behz is a proper farther with the price comparison and that, big up Behz', '""Ticky Tok""']"
lfy6ZRJgbPI,"['Give that the Puskas award surely 8:15', 'Pieeeeface', 'the other team made jew look like Anne Frank 💀', 'When will there be another one of these', 'https://www.youtube.com/watch?v=VLGP-keI25w', 'It hit ur teammate', 'Nice video', 'why is piefaces skin in pro clubs black?', 'Removed my card details recently and my pack luck has been noticeably better!', 'Game name? Sorry I probably sound very dumb :)']"
wNyghCDDUXE,"[""This is why the sidemen are absolute goats, without any one of them you so feel their absence, watching from the og days they've got insane chemistry all together"", ""Where's the lanky man"", '7:08 Vikkstar is my furoh 😂😂', 'ethan said vikstar is my fuhrer which means leader but eah', 'Jesus Christ Loves You ❤.', '12:35 killed me', '“Why are we in Joshs’ mums’ mask?” AHAHA', 'Lol they played this and rented a huge yacht after 2 weeks to  play hide and seek 😂 🤙in the main channel', 'Why you guys saying dollars when you guys are British', 'JJ we all know you sold your soul no point lying']"
qibdPGsl-Uo,"['😂😂😂😂😂', 'why is this the first time I have seen JJ as a imposter🤣🤣', '4:31', 'bro jme is invisible', 'Harry is so dumb with that cow task.', 'Bruh ur shakes are so good\nMine are always the same😂😂😂', 'I never received my care package??? 🥺💔 0:10', '10:30 lmao', 'Wait, you can zoom out?😐', 'The Great Feast Is Upon Us.']"
2-5-tedW-Oo,"['It’s good to have chocolate 🍫 when watching this video', 'Not long enough', 'WAIT A SEC I HAVE THE EXACT SAME CANE I GOT IT LIKE A YEAR AGO FOR MY PIMP COSTUME WTF DAWG', 'British teeth: Real or Chocolate?', 'Son?', 'Do this game again', 'Repent to Jesus Christ “When Jesus spoke again to the people, he said, “I am the light of the world. Whoever follows me will never walk in darkness, but will have the light of life.””\n\u202d\u202dJohn\u202c \u202d8\u202c:\u202d12\u202c \u202dNIV\u202c\u202c\nF', '1:11', 'cannibalisim', 'I was hoping that someone will choos ksi 🤣🤣🤣🤣']"
ZT63fgGhEXo,"['Danny is so dim it makes me question my belief in God', '26:46 josh has a 3rd eye lol', '28:45 \n“HEY!” - 👶🏿', 'Dear god is there anyone more of a spaz when it comes to conspiracy theories then this Danny chick?', '""Vik talks alot when he\'s impostor""\n-Whenever he\'s NOT impostor', 'harry master class', 'Bro I am in love with Jamie’s set up.', 'Yoo whats up with josh’s forehead', 'Tobi stinks', '#Harry Holmes for the win']"
xVKqOQXeFx8,"[""25:36 Future reference: Ethan's laugh"", 'Whoever made that presentation the boys are looking at did em so dirty😭', 'what does ntw stand for', 'Wait till Simon comes out with SI+', 'Can I just say, all the sidemen look amazing in this video as they always do', 'Si', 'lux side profile got me weak HAHAHA', 'Wtf is rong with Andrew tate behavior josh?????', 'Everyone bullying lux at the end was so funny', 'Josh referencing Yung Lean genuinely won my respect.']"
TIByuYzBm_M,"['5:00 Josh is so dumb for getting in the helicopter', 'Simon snaking away 🤣', '0:33 I still need to know, what on earth that was that Tobi just did😭💀', ""AYOO 10:25 man said so far back even the queen's alive💀💀😂🤣😭😭"", 'First person is terrible', 'It used to be josh who was the sweat at races etc now it’s Simon', 'Everyone in first person 😰JJ just chilling in 3rd person 😂', ""Idk what it is but sdmn playing gta just has different vibes like they forget they're some big youtubers and do silly stuff just like us😂😂"", '10:31', 'JJ still in last with staying in 3rd person most if not the whole race lol']"
RejLbM2VAQw,"['its a contest between ethan and simon at this point', 'i was basically screaming at simon do read the text at the end but yeah good game😂❤🎉', '6:23 took me clean out, ""WHEN DID THAT GET THERE""  😂i would\'ve been pissedddd', 'Big dad behz eh', 'Simon is just chill ahah', 'Simon not noticing the boo is a loop 😂', 'Congratulations Daddy Behz', '10:32 Bro got trust issues 💀', 'Do sonic unfair', 'Who wants JJ to do this challenge?\n👇']"
lQ4yShfLMTc,"[""just to clear up - when they thought Harry got voted out, it was actually tied 3-3. You couldn't see JJ's vote for Josh because it was camoflauged by Josh's big fat blue lambo"", 'Why does VIZ look like a boselecta character in this video 😅', '5:41 the Lana Rhoades on her first day was maddddd', 'Viz annoying asf', 'Most annoying tit on social media', 'oh wow i have never seen anyone put shit on a burger before you must have enjoyed that viz', '15:16 jj morocco 🇲🇦😂😂', ""I've been watching Sidemen since 2014 but I find myself watching Danny's videos more often than others'. He's just so chaotic"", 'and here we are at 7.55 mil just waiting for 8 mil', 'THE MOST KILLS SIDEMEN AMONG US HAS EVER SEEN']"
hK8TODwxO2Q,"['Sad that they couldn’t be bothered to add the clips so we would know what they’re talking about', ""Filly's goal was like kompany's for man city a few years ago"", 'I must be too American, because tobi snapping 2 mf sets of ankles and scoring is unbelievable', ""Vik's goal should be on the 2nd row.. it was the turning point honestly..."", ""jj didn't do anything and is talking alot abt goals"", 'Cal the Dragon is a horrendous goalkeeper', 'ive seen every goal over and over but wish there was clips playing in the corner of the screen or something while you guys talk about it might be a nice shout', 'Shoulda showed the goal beforehand each time, woulda made it a lil more interactive', 'Whyyyy couldn’t they put in all the goals 😂', ""Vik's below Simon's on great, Simon's goal where he caught CAl off guard to unbelievable and you have the perfect list""]"
FLrZ1CASKPU,"['Vick is such a baby 😂😂😂😂', 'Harry is overconfident', 'Lol', '5:18 lol i remember that', 'of course harry screams the loudest on another cayo perico race', 'Sock idea 💡was good, I do it often', 'If you’s are playing on ps4 or 5 press the R2 a few times it changes gear if you’s dknt know', 'How bout you stop using jj as click bait ya wet wipe 🤣🤣🤣🤔', 'Vik is a lowkey snake🤣', 'jesus helped tobi and he finished first']"
cHtX5sdZk5U,"['pls pick john as the next  charity match goalie bcz hes better than cal the dragon', 'Does Simon allow anyone else an opinion on this vid!\nEvery time someone in the sidemen is up for debate he goes against what the person themselves is saying. I love Simon don’t get me wrong but like it feels like everyone else is there to just essentially agree', 'Uwuw', 'niko scored 2 goals-', 'Speed was 😂😂😂', '3 Callums in the bottom row. Really a cursed name', '1st Simon 2nd HP 3rd Noah you could tell noah was barely trying and he was passing perfectly', '19:05\nCHIPPFAT!!🙌', 'Amazing cross from Tobi to Manny beautiful', 'Nah Simon was too overrated this game, HP, Manby and Philly were better']"
VPjjiB01_jk,"[""Ethan had a point in the end. Either you count Beer as a thing and then you don't accept lager as another answer. Which would mean that redwine and whitewine is just wine. \nWhat I do think was wrong is saying prosecco and sparkling wine. That isn't fine"", 'Lowkey gotta agree ihop definitely aint fast food tho😂 Simon said standard practice, I don’t know anyone who goes to ihop specifically to get takeout and bring it home to eat', 'You did play the game that’s the whole point', 'vik w the shoes 🤨', 'im okay 👍 thanks for your email and apologies for four minutes on', 'ethan is such i crying baby', 'Takes me back to logan and ksi draw piss me off man', 'HALF a minute in and my stomach is MAD hurting', 'Is it just me or more sidemen is more fun than sidemen', 'Loved the Sidemen Charity match guys Simon MVP']"
9OpHqD3UtDM,"['Sickkk', 'The Akon lyric is wrong, Vik got it right', '5:00', '🎉🎉', 'vik and tobi went from 8 to 10 how?', 'simon robbed ethan and josh they were supppose to win', 'Woooo', '3:32 “wanna jump up in my Lamborghini gallardo” is right, Vik n tobi got robbed', 'Someone walked past me in stockprt and they had a sidemen hoodie on and I looked and was like omg I need', 'I actually love energetic josh']"
soWM9SQAzrg,"['whats the name of this game', 'How far in the video did you realize that KSI is not actually in the video, just his voice was used?', 'harry is so special', 'What game is this, it looks like csgo mixed with cod', 'Lmao Harry just needed Jug, they would tell him once but forget to remind him it ain’t his fault man 😂', 'Is it mean or the star of this video I thought JJ was in it but it was actually just clips of him talking 😅', 'What game is this', 'Enjoyed that so much, best MoreSidemen video in a while. Top quality', 'Need to upload More of these', 'What game?']"
BOYzsFUEM-M,"['w bupkiss', ""I like Josh's old ppl vibes lol I dig it tbh lol"", ""JJ's not there cuz he already got cancelled, always one step ahead"", 'Try AI Art impostor', 'where is the other black guy', 'What is the zeros eating bread from', 'What colour is your Bugatti 🤨', 'Haven’t seen an explanation yet but Simon did slap himself, the editor didn’t include it as everyone else had stopped recording. He also slapped himself 3 times on stream. Just for everyone wondering 😂', 'seeing the mighty “zerkaa eating bread” return is a W', 'at 6:06 what is the meaning of bupkiss ?! does anyone know']"
u6piXED39Eo,"['sidemen should play with lex', 'this ethan guy need a new PC', 'What cod is this?', 'Miss the three hour videos of zombies back in the day', 'We need more of these vids', 'Not gonna lie don’t ever use a real life thumbnail for a video game again… Thought you guys were going back there in real life', ':)', 'You lot should play a map called cum city it’s wild you might need Simon tho', 'Noobbbs', 'What cod was this']"
AV1EjMjTQ7o,"['whats the name of this golf game\ni wanna play with my friends?', 'they act like tobi is winding up and smacking the shit out of himself, hes going from like 6 inches away from his face that doesnt hurt 💀💀😂', ""I love how Harry seemed to enjoy himself for once in golf with friends. He seemed to do a whole lot better than I've ever seen before!"", 'What game is this', 'Asmr for the sidemen is hearing them slap themselves 😂😂😂', 'should he vodka shots.', 'I hadnt read the title of the video and phased in after the intro so I thought Harry was gonna slap himself lmao', ':)', 'They just needed excuse to drink really😅😆', 'How is drinking a drink they intend to drink anyway a forfeit lol']"
jARc6Hc-FX4,"['The yellow one isn’t a Mazda it’s a Nissan s2000', '6:14 what an overtake by bog', 'Mad how none of them know what nepotism is 😂', 'love the ending clip', ""Whats wrong with Harry's recording."", ""Ok let's settle this debate, is Vik driving \nA) Mazda Miata\nOr\nB)Honda s2000"", 'The fact that they called the s2000 a Mazda', 'Harry is laging really hard', 'Not to be rude or anything but harry’s pc’s fps is doggy in this video', 'Rip eardrums']"
SLnMjXVl4aA,"['5:39 vik lol', ""Why's Harry's footage always laggy?"", '16:03 Ethan’s character gets a bit drunk and forgot how to walk like a normal human', 'whats the point of recording game sound when the editor doesnt use it? harrys just a step ahead of these lot', ""Geez harry I've seen more frames in a 2000s Power Point school project."", ""Not going lie when I saw Harry's screen I thought I was lagging 😐"", '😂 7:38', 'Can the boys just tell Harry to fix his shit', 'They definitely have shocked the world today 😂', '2:03 became a decent transition by accident']"
